reanalysis_air_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_relative_humidity_percent,total_cases,ndvi_n,ndvi_s
297.372857143,293.61571428599996,299.2,79.6285714286,15,0.2264,0.18095
297.284285714,292.17,298.9,73.3514285714,23,0.08990000000000001,0.18485835
298.07428571400004,294.028571429,299.6,78.4471428571,16,0.1594655700737944,0.2066286
298.831428571,294.97,301.0,79.36,17,0.18487084999999998,0.1761714
298.638571429,294.812857143,300.9,79.5414285714,12,0.14806249999999999,0.1087857
298.325714286,294.61857142900004,300.1,80.0671428571,17,0.11720333150773195,0.123775
298.58428571400003,295.124285714,300.4,81.30142857140001,10,0.10023335,0.11635833500000001
298.80857142900004,295.27428571400003,301.1,81.08857142859999,15,0.14978335,0.23570835
299.518571429,294.92571428599996,301.6,76.0742857143,19,0.086425,0.1427643
299.891428571,295.492857143,301.8,77.0357142857,21,0.13278335000000002,0.17370000000000002
299.775714286,296.3,301.9,81.4214285714,14,0.075975,0.13038575
299.41,296.228571429,302.5,82.7457142857,18,0.100825,0.1716786
299.37142857099997,295.945714286,302.4,81.69428571430001,13,0.15317041054457886,0.19984285000000002
300.00142857099996,295.791428571,302.1,77.8771428571,14,0.12134525698517765,0.15298335000000002
300.234285714,296.081428571,302.2,78.24142857140001,18,0.10266430949233951,0.108235735
299.80857142900004,296.332857143,302.1,81.4828571429,23,0.044075,0.13355
299.852857143,296.478571429,302.0,81.8971428571,25,0.13618894622711275,0.17498575
299.831428571,296.468571429,301.8,81.96,62,0.092775,0.20097140000000002
300.42,296.484285714,302.8,79.1971428571,60,0.1017187694276168,0.15589999999999998
300.31142857099996,296.581428571,302.6,80.2557142857,76,0.07751999999999999,0.13612145
300.11714285700003,296.67,302.3,81.5942857143,66,0.063175,0.20572000000000001
300.10571428599997,296.798571429,302.3,82.31,64,0.09986249999999999,0.15110715
300.54,296.451428571,302.8,78.6271428571,68,0.13229164999999998,0.12836145
300.527142857,296.901428571,303.0,80.8771428571,89,0.13126664999999998,0.1687214
300.06,296.59,302.4,81.4242857143,92,0.15825,0.19478575
299.65,296.397142857,301.6,82.4857142857,140,0.14790999999999999,0.18627855
299.562857143,295.887142857,302.0,80.5157142857,116,0.09300000000000001,0.15662500000000001
299.897142857,296.018571429,302.0,79.3828571429,142,0.07128,0.10803574999999999
299.891428571,295.455714286,302.0,76.7771428571,129,0.1565,0.19034285
299.905714286,295.918571429,302.4,78.9871428571,140,0.095325,0.12344169999999999
299.09,295.567142857,302.6,81.05857142859999,140,0.054575,0.1157595
298.685714286,295.61571428599996,301.0,83.5142857143,127,0.10339999999999999,0.1965
298.698571429,294.03,300.8,75.5485714286,129,0.0183375,0.15919289999999997
298.375714286,294.93857142900004,301.1,81.4857142857,169,0.11988333500000001,0.17290715
298.642857143,294.974285714,300.5,80.27571428569999,141,0.110225,0.13404285000000002
298.518571429,294.51428571400004,300.2,78.6214285714,108,0.09307499999999999,0.2256786
298.08428571400003,292.86571428599996,299.6,72.8614285714,78,0.08481508928802435,0.07742857
296.521428571,292.04571428599996,299.2,76.1271428571,70,0.123625,0.13384445
298.5676646568425,294.11971675148413,300.16486989704265,78.39374142672206,81,0.14148335,0.18332500000000002
297.912857143,294.457142857,300.4,81.3,104,0.08720415000000001,0.12575
297.338571429,294.467142857,300.2,84.1171428571,90,0.22615,0.1989357
297.091428571,293.021428571,299.5,78.2914285714,85,0.12679165,0.17885715
297.42,292.718571429,299.3,75.22,55,0.0852883608462619,0.18280000000000002
296.92,292.61714285700003,300.7,77.05857142859999,53,0.09309999999999999,0.1498369
297.798571429,294.65,300.2,82.8757142857,65,0.12618511721407874,0.18730000000000002
297.898571429,293.62857142900003,300.1,77.2957142857,33,0.1530668553786737,0.1988357
297.472857143,292.967142857,299.3,76.0371428571,38,0.094275,0.16415000000000002
297.651428571,293.317142857,299.8,76.8785714286,59,0.1517202900386782,0.19197140000000001
297.63428571400004,293.54,299.6,78.0571428571,40,0.0885,0.14155
297.947142857,293.708571429,300.4,77.5057142857,37,0.06855,0.13814284999999998
297.218571429,293.578571429,300.3,80.2385714286,29,0.12751403860034727,0.12082145
297.982857143,293.88428571400004,300.2,78.0671428571,30,0.08879999999999999,0.18498335
298.682857143,294.195714286,301.6,76.3757142857,30,0.1177,0.12342855
297.831428571,294.94285714299997,300.4,84.1842857143,28,0.08629166499999999,0.16600715
298.088571429,294.048571429,300.6,78.4257142857,23,0.10295,0.15312145
298.197142857,293.4,302.1,74.9328571429,24,0.038,0.07987857500000001
298.335714286,294.221428571,302.1,78.48,29,0.162825,0.19484285
298.33428571400003,294.275714286,300.4,78.38142857140001,26,0.046537499999999996,0.13398335
298.408571429,295.767142857,301.0,85.6471428571,23,0.08549999999999999,0.059891665
298.61571428599996,296.33428571400003,301.4,87.3014285714,20,0.12667590579925597,0.2160857
299.104285714,296.522857143,301.0,85.8271428571,19,0.1308,0.10615715
298.901428571,296.154285714,300.5,84.87,20,0.08477499999999999,0.10707139999999998
298.93142857099997,296.042857143,301.0,84.2485714286,26,0.1288,0.18662140000000002
299.56857142900003,296.38428571400004,301.8,82.7771428571,29,0.1302,0.127065
300.17714285700004,296.275714286,301.8,79.33428571430001,31,0.13165,0.1689
300.285714286,296.198571429,302.2,78.4971428571,28,0.1547991146268523,0.14996425000000002
299.79,296.052857143,301.8,80.15,26,0.11875,0.16233665
299.227142857,295.875714286,301.1,81.9842857143,32,-0.04021,0.133
299.025714286,295.745714286,300.8,82.3457142857,35,0.09001665,0.14184284999999996
299.755714286,296.158571429,301.5,80.7842857143,33,0.162975,0.14755000000000001
299.215714286,296.007142857,301.3,82.75,30,0.1453,0.21716425
299.491428571,296.214285714,301.9,82.3171428571,52,0.1257,0.18907855
300.067142857,296.05714285700003,302.2,78.86428571430001,59,0.0846,0.20084999999999997
300.108571429,296.17571428599996,302.0,79.2042857143,67,0.1667320426262734,0.12483570000000002
299.727142857,295.937142857,302.2,79.93,65,0.1503875,0.22528575
299.978571429,296.111428571,302.2,79.52571428569999,74,0.062083335,0.16819285
299.292857143,296.281428571,301.4,83.7,70,0.1435,0.2053357
299.624285714,296.13,302.3,81.2971428571,61,0.162175,0.12624164999999998
300.267142857,296.424285714,302.8,79.7371428571,53,0.12233750000000002,0.18414285000000002
300.11857142900004,295.892857143,302.6,77.83428571430001,76,0.2675,0.18890715000000002
299.848571429,295.645714286,301.6,77.8757142857,61,0.0078,0.1086
299.802857143,295.805714286,302.3,78.91,57,0.12480000000000001,0.1140143
299.80714285700003,296.27,301.5,81.0528571429,44,0.10378335,0.23715
299.041428571,295.07428571400004,300.9,79.0128571429,34,0.1301,0.078125
298.342857143,294.652857143,300.6,80.2557142857,47,0.066266665,0.099192845
298.664285714,296.041428571,301.1,85.5871428571,60,0.09986665,0.14077145
298.46,295.25285714299997,300.6,82.6485714286,60,0.0912125,0.16390835
298.734285714,294.65,300.5,78.3114285714,53,0.0823,0.2070619
298.285714286,293.828571429,300.7,76.66142857140001,36,0.08965317701365061,0.19323574999999998
297.172857143,292.8,299.1,76.7571428571,31,0.029068334999999997,0.08010625
298.55562916629486,294.10821247065445,300.02037067914586,80.6935307740006,30,0.11809735320821152,0.17070820064309342
297.467142857,294.15,299.4,81.8785714286,32,0.036008335,0.06255714
297.331428571,293.06857142900003,299.2,77.1442857143,28,0.033958335,0.12054285
297.401428571,293.075714286,299.5,76.9842857143,33,0.11264851498370351,0.22304285000000001
296.967142857,292.841428571,299.2,77.8628571429,33,0.061591665000000004,0.138875
297.624285714,294.032857143,300.4,80.61,35,0.034979165,0.09353571
296.594285714,292.87142857099997,299.7,79.8257142857,22,0.1648,0.2034357
297.76,293.342857143,299.6,76.5328571429,13,0.14212085,0.2324643
296.768571429,292.301428571,300.1,76.2171428571,13,0.12235441255446816,0.26575715
297.01428571400004,291.911428571,299.7,73.2257142857,21,0.15413335,0.1492
296.42571428599996,290.775714286,298.9,70.6457142857,17,0.154016665,0.22870000000000001
297.85571428599997,293.69285714299997,300.4,77.7842857143,11,-0.04235,0.17215234999999998
297.585714286,293.222857143,299.8,76.8485714286,8,0.06770000000000001,0.1946
297.34,293.812857143,299.4,80.7957142857,8,0.103966665,0.12895
297.745714286,293.75285714299997,300.1,78.5642857143,6,0.07592874641939593,0.1992905
298.012857143,294.065714286,300.1,78.9614285714,6,0.0015249999999999986,0.0757
297.528571429,294.07285714299996,300.1,81.27142857140001,7,0.0808,0.13257855000000002
298.591428571,295.194285714,300.4,81.6557142857,12,0.1007480679802097,0.12837265
298.152857143,295.26,300.1,84.0814285714,17,0.07189999999999999,0.14195000000000002
297.671428571,294.847142857,300.4,84.52142857140001,10,0.062525,0.10725715
298.604285714,295.32428571400004,301.2,82.4357142857,10,0.1335,0.18294165
299.364285714,296.67571428599996,301.8,85.3985714286,18,0.060649999999999996,0.057935715
298.844285714,296.451428571,301.4,86.9,19,0.026824999999999998,0.18714285000000003
300.658571429,296.978571429,302.8,80.6157142857,12,0.11937473567674178,0.15112855000000003
299.184285714,295.742857143,301.0,81.4928571429,22,0.09297882489942719,0.22015715
299.521428571,296.294285714,301.8,82.6085714286,12,0.08868335000000002,0.15126425
299.70428571400004,296.51,301.6,82.8328571429,21,0.13798335,0.21709285
299.567142857,296.03,301.6,81.1485714286,18,0.082416665,0.1526929
299.58428571400003,296.055714286,301.9,81.2157142857,16,0.064766665,0.20186425000000002
299.891428571,295.94,302.0,79.15,16,0.1515,0.17947855000000001
299.237142857,296.592857143,301.3,85.55142857140001,22,0.094465,0.123075
300.062857143,296.857142857,302.0,82.8828571429,17,0.12738823580976794,0.2524405
300.12142857099997,296.56142857099996,302.0,81.0128571429,25,0.12085,0.19397855000000003
299.67,296.512857143,302.3,83.0757142857,23,0.073283335,0.18017855000000002
299.918571429,296.49,302.1,81.7271428571,12,0.17905,0.21324284999999998
299.97571428599997,296.107142857,302.0,79.6285714286,25,0.128,0.1573857
299.761428571,296.12857142900003,302.6,80.6842857143,28,0.09045,0.055466665
299.672857143,296.291428571,301.9,81.7942857143,27,0.10850000000000001,0.1955143
300.067142857,296.461428571,302.4,80.9014285714,18,0.0344625,0.1280845
299.885714286,296.651428571,302.1,82.61,23,0.04285,0.083416665
299.591428571,296.63285714299997,301.1,83.8414285714,23,0.0959,0.17695
299.957142857,296.42571428599996,301.8,81.1028571429,29,0.0981,0.18916785000000003
300.18142857099997,296.168571429,302.4,78.8071428571,38,0.06332690852252877,0.14219285
299.788571429,296.114285714,301.5,80.3985714286,36,0.11565,0.18973335
299.885714286,296.007142857,301.9,79.5042857143,43,0.12193319253825205,0.16725835
299.228571429,295.298571429,300.9,79.0371428571,46,-0.05480000000000001,0.126041665
298.845714286,295.18857142900004,301.0,80.3771428571,31,0.0934875,0.14354645
298.571428571,295.255714286,301.1,82.1542857143,25,0.14445,0.2653214
298.627142857,294.965714286,300.5,80.4657142857,40,0.17388335,0.10837714500000001
298.218571429,294.52,300.5,80.3028571429,31,0.1071474746477321,0.123033315
298.565714286,294.16,300.8,76.8542857143,38,-0.178933335,0.12414285
298.218571429,294.234285714,301.2,78.8285714286,30,-0.022425,0.09417858000000001
298.527142857,294.401428571,301.0,78.0185714286,22,0.10648690748897321,0.169206911547797
298.19142857099996,293.585714286,300.1,75.7428571429,31,-0.0508,0.136750005
297.59,293.721428571,299.6,79.15,26,0.12045,0.23435
297.912857143,293.37,299.7,75.9842857143,35,0.12026664999999999,0.14585715
297.571428571,293.531428571,299.2,78.38142857140001,36,-0.012533349999999992,0.1810357
297.588571429,293.23,299.8,76.8257142857,39,0.235,0.21782855
297.515714286,292.852857143,299.2,75.31,25,0.1026,0.0729875
297.77428571400003,292.577142857,299.4,72.88571428569999,31,0.30257500000000004,0.26539999999999997
297.455714286,292.672857143,299.3,74.7885714286,37,0.09608371639207619,0.10591426500000001
297.23571428599996,293.12857142900003,300.1,77.91571428569999,33,0.1220578652985208,0.16361664999999997
297.268571429,293.887142857,299.5,81.5185714286,25,0.10815,0.105314295
297.50142857099996,292.864285714,299.8,75.4357142857,24,0.04932500000000001,0.16761664999999998
298.01428571400004,293.17571428599996,300.5,74.6471428571,18,0.07089165,0.1448298
298.281428571,293.532857143,300.1,75.0828571429,23,0.128775,0.12328575
298.12,293.151428571,300.0,73.9514285714,13,0.079466665,0.1279786
297.537142857,293.734285714,299.6,79.5171428571,18,0.1488,0.17133575
297.541428571,292.852857143,299.6,75.2471428571,14,0.10297198342183524,0.16414285
298.32428571400004,293.455714286,300.9,74.5157142857,17,0.0528,0.095879765
298.92714285700004,295.23571428599996,301.1,80.3528571429,22,0.073475,0.14827859999999998
298.55714285700003,294.924285714,300.5,80.4628571429,13,0.10425000000000001,0.1114143
298.474285714,295.38428571400004,300.6,83.13571428569999,24,0.045950000000000005,0.16653574999999998
299.94142857099996,296.064285714,302.3,79.5028571429,31,0.113775,0.20847854999999998
299.597142857,295.342857143,301.7,77.66428571430001,34,0.1252,0.1812286
299.327142857,295.642857143,301.3,80.3828571429,31,0.07455,0.060078575
299.60571428599997,295.491428571,301.6,78.2928571429,31,0.038809945069346444,0.18756309999999998
299.5,295.462857143,302.2,78.7042857143,38,0.004924999999999999,0.13892859999999996
299.861428571,295.852857143,302.3,79.0271428571,49,0.12145834999999999,0.13930120000000001
299.125714286,295.154285714,301.5,78.80571428569999,42,0.16940834999999999,0.16517145
299.481428571,295.168571429,301.5,77.3028571429,49,0.18182500000000001,0.18262855
299.932857143,295.562857143,301.7,77.1028571429,55,0.08128334999999999,0.1925429
299.977142857,295.237142857,301.5,75.4357142857,80,0.2244,0.1953143
299.575714286,295.362857143,301.7,77.7957142857,84,0.11287994749248859,0.1437143
299.518571429,295.465714286,301.5,78.58428571430001,72,0.0022250000000000013,0.042758335
300.01,295.487142857,302.2,76.4371428571,89,0.025483335,0.19898335
300.364285714,295.93142857099997,302.7,76.92,115,0.1436125,0.18439285
300.392857143,296.29571428599996,302.7,78.4828571429,179,0.08355,0.2089357
300.07428571400004,296.13142857099996,302.4,79.1385714286,202,0.0610375,0.26982855
299.951428571,295.907142857,302.2,78.75,272,0.0983683993593032,0.14421250000000002
299.885714286,295.961428571,302.3,79.3142857143,302,0.09814922920709612,0.16895305860294538
299.508571429,295.821428571,301.8,80.3728571429,395,0.09793005427209986,0.1689528289279992
300.377142857,295.362857143,302.5,74.1171428571,426,0.09771087362446844,0.16895286950320515
299.638571429,295.481428571,302.9,78.2257142857,461,0.09749168637773756,0.16895317613176689
300.238571429,295.685714286,303.0,76.3485714286,381,0.09727249168867438,0.16895374464980428
298.81142857099996,296.171428571,300.5,85.4171428571,333,0.09705328875712788,0.16895457092626837
299.86714285700003,295.845714286,301.9,78.6857142857,353,0.09683407682587886,0.1689556508628567
299.297142857,295.58,301.5,80.0957142857,410,0.09661485518049012,0.16895698039392848
299.198571429,296.174285714,302.2,83.58428571430001,364,0.09639562314915662,0.16895855548641964
299.422857143,296.377142857,301.9,83.5028571429,359,0.09617638010255561,0.1689603721397582
298.851428571,294.812857143,300.7,78.56,288,0.09595712545369674,0.16896242638577919
297.80857142900004,295.20428571400004,299.4,85.57,221,0.09573785865777223,0.1689647142886398
298.624285714,293.93857142900004,300.5,75.4557142857,149,0.09551857921200699,0.1689672319447349
298.581428571,294.211428571,300.6,76.91428571430001,112,0.0952992866555087,0.16896997548261183
298.838571429,295.674285714,301.5,82.8671428571,154,0.1444,0.2050167
297.33,292.734285714,300.1,75.83857142859999,91,0.22120415,0.27367980000000003
298.284285714,293.30857142900004,299.9,74.0471428571,72,0.11555918719535882,0.17359284999999997
296.58428571400003,292.83,299.1,79.5528571429,56,-0.0776,0.22081425
297.592857143,293.532857143,300.5,78.33,46,0.089275,0.15565
297.35,293.91,300.2,81.4042857143,37,0.11685177348932058,0.21360145
297.85571428599997,293.025714286,300.5,74.6557142857,26,0.045829165000000005,0.17313570000000003
298.221428571,293.88285714299997,300.5,77.02142857140001,17,0.08007021283444458,0.19382145
297.508571429,293.13285714299997,299.4,76.6342857143,17,0.079183335,0.1137143
297.17571428599996,293.444285714,299.5,79.8171428571,20,0.0711,0.11643999999999999
297.081428571,293.81142857099996,299.4,82.0528571429,11,0.1124625,0.1844143
297.11,292.821428571,299.6,77.02,7,0.09448335,0.14997145
296.48,290.63142857099996,300.4,69.8614285714,16,0.131325,0.2285738
296.887142857,290.37857142900003,300.0,67.36428571430001,14,0.2290975,0.27530355
297.66571428599997,292.555714286,300.9,73.4,16,0.1680755325485746,0.2506
298.56,294.338571429,300.6,77.6057142857,5,0.06073616336873712,0.16042859999999998
297.83,293.554285714,300.2,77.3214285714,2,0.10719999999999999,0.2483857
297.511428571,292.1,300.2,71.9371428571,6,0.13906249999999998,0.20392145
298.788571429,294.202857143,301.6,76.0728571429,5,0.11896767455912974,0.18625714999999998
299.13142857099996,295.428571429,301.8,80.2614285714,4,0.127475,0.18497855000000002
298.995714286,295.398571429,301.7,80.8657142857,3,0.0664125,0.16350235
299.45428571400004,295.994285714,301.7,81.4471428571,4,0.09716665,0.23604999999999998
299.602857143,295.992857143,302.0,80.7271428571,16,0.16305884484090158,0.10602139999999999
298.68857142900004,295.827142857,300.2,84.3457142857,8,0.091375,0.23925715000000003
299.828571429,295.892857143,301.4,79.1371428571,7,0.084625,0.16885
300.11571428599996,296.625714286,302.3,81.34,10,0.219375,0.20600714999999997
300.68,296.741428571,302.7,79.38,14,0.22171665000000002,0.25345715
301.007142857,296.145714286,303.2,75.0657142857,7,0.30010000000000003,0.23954999999999999
299.944285714,296.582857143,302.0,81.96,9,0.1280939538971568,0.2310607
300.401428571,296.848571429,302.8,81.09,11,0.112625,0.16102855
299.988571429,297.244285714,302.3,85.08857142859999,23,0.13643859327723165,0.1132143
300.0,297.11,302.5,84.3757142857,17,0.078933335,0.18075715
300.262857143,296.55857142900004,302.4,80.3971428571,19,0.047,0.1822702
300.554285714,297.27,303.8,82.6257142857,24,0.087833335,0.18291425
299.952857143,296.887142857,301.9,83.49142857140001,17,0.09965,0.1349357
300.174285714,296.85,302.4,82.2257142857,28,0.052583334999999995,0.18458714999999998
301.218571429,296.994285714,303.9,78.1457142857,40,0.14535,0.17755355
300.21,297.051428571,302.2,82.91142857140001,33,0.0557,0.14144285
300.067142857,296.964285714,302.5,83.3142857143,31,0.10161665,0.1993167
300.155714286,296.771428571,301.8,81.8542857143,33,0.095233335,0.09567143
299.781428571,296.66,301.9,83.13571428569999,29,0.24795,0.13795000000000002
299.54,296.63428571400004,301.4,84.2071428571,30,0.06871250000000001,0.13457144999999998
299.794285714,296.161428571,301.8,80.66428571430001,36,0.0641425,0.10544287999999999
299.44142857099996,296.337142857,301.8,83.2142857143,48,0.10633737031320067,0.1478143
299.772857143,296.17,302.3,80.86428571430001,40,0.156425,0.27775
299.097142857,295.22,301.1,79.4042857143,28,0.023225,0.2222
299.622857143,295.37,301.9,77.6385714286,36,0.057675,0.19329645
299.275714286,295.14,301.4,78.1414285714,19,0.07413334999999999,0.24745715000000001
299.452857143,295.837142857,301.4,80.6771428571,34,0.07764613577570652,0.20502140000000002
299.201428571,294.687142857,300.8,76.3328571429,23,0.1252,0.25120715
298.461428571,294.731428571,300.3,79.9857142857,17,0.0004166650000000001,0.15715
298.194285714,293.971428571,300.1,77.6371428571,17,0.05709450483626584,0.14625710000000003
297.412857143,294.54,299.5,84.13571428569999,23,0.012433335,0.106185735
298.528571429,294.661428571,300.6,79.3214285714,14,0.1388333,0.18352144999999997
297.75285714299997,294.551428571,299.6,82.5157142857,20,0.045633335,0.1718214
297.422857143,293.802857143,299.7,80.4771428571,13,0.11695,0.22117854999999997
296.62857142900003,292.04,298.2,75.6928571429,23,0.10511664999999999,0.20778575
297.30714285700003,292.581428571,299.4,74.9614285714,20,0.0342,0.16664285
297.625714286,293.85,299.9,79.66428571430001,16,0.10289999999999999,0.21655714999999998
297.88285714299997,293.698571429,300.0,77.7828571429,16,0.0673341607309785,0.14400000000000002
297.598571429,293.731428571,299.6,79.19857142859999,23,0.0924875,0.24635235
297.292857143,292.12857142900003,299.6,73.06,14,0.09297738497788464,0.1851548
297.988571429,293.56142857099996,299.9,76.4828571429,15,0.037333334999999995,0.17114285
297.428571429,293.83428571400003,300.6,80.6471428571,4,0.094466665,0.19840000000000002
298.18857142900004,293.08428571400003,300.4,73.4257142857,5,0.01475476161973412,0.1458643
297.21,293.321428571,300.3,79.02,5,0.0345125,0.09652144999999998
298.135714286,294.36571428599996,300.8,79.77571428569999,11,0.09924999999999999,0.17018575
297.852857143,293.8,300.7,78.3114285714,11,0.105641665,0.22202145
298.228571429,293.282857143,300.4,74.1714285714,7,0.09104141597391488,0.1796
298.007142857,293.538571429,299.8,76.3942857143,4,0.25593335,0.2138643
297.71,292.91571428599997,299.4,74.7928571429,6,-0.04239999999999999,0.09542856999999999
297.595714286,294.451428571,300.1,82.84,5,0.07266908628416154,0.15247145
298.658571429,295.467142857,300.7,82.78,2,0.0448,0.21673335
299.44142857099996,296.237142857,301.8,82.7514285714,4,0.103225,0.12488570000000002
299.254285714,296.005714286,301.4,82.36857142859999,2,0.0664875,0.16860714999999998
298.742857143,295.43857142900004,300.6,82.2357142857,4,0.09395,0.1296
298.49,295.435714286,300.8,83.3228571429,6,0.067925,0.15113569999999998
299.641428571,296.044285714,301.8,80.9071428571,6,0.143025,0.1783857
299.581428571,295.83428571400003,301.5,80.0614285714,4,0.07285956227332482,0.20260830000000002
299.734285714,296.341428571,302.0,81.83571428569999,6,0.067941665,0.166075
299.018571429,296.124285714,301.4,84.3228571429,11,0.10376250000000001,0.16598575
299.714285714,295.794285714,302.0,79.19857142859999,16,-0.0034000000000000002,0.16196665
299.39428571400003,296.03,301.4,81.91,9,0.105916665,0.2015286
299.137142857,296.408571429,300.7,85.01,12,0.06258240850328475,0.13852855
299.651428571,296.078571429,301.8,80.9357142857,13,0.0543,0.18711
298.984285714,296.12857142900003,300.7,84.3442857143,27,0.08295186446202854,0.27033335
299.945714286,295.98571428599996,302.4,79.2728571429,21,0.043,0.30539285
300.372857143,296.911428571,303.3,81.54,19,0.033525,0.17434285
299.802857143,296.452857143,301.5,81.9857142857,17,0.10555,0.17033335
299.482857143,296.88,301.3,85.69,24,0.04894141166914485,0.12912265
300.32,297.092857143,302.3,82.6385714286,27,0.022445,0.18389285
300.018571429,296.09,302.4,79.1771428571,30,0.014816665000000003,0.18017145
299.962857143,296.46,302.3,81.26,29,-0.02105,0.2134
299.804285714,296.048571429,301.8,79.9571428571,25,0.06470691841365896,0.2280143
300.344285714,296.717142857,302.1,80.7342857143,35,-0.09355,0.15766429999999998
299.25142857099996,295.72,302.3,81.13,33,0.010525000000000001,0.16365000000000002
299.168571429,296.26,301.5,84.1114285714,30,-0.0327,0.12945715
298.245714286,295.265714286,299.7,83.64,29,0.029016664999999997,0.08652857
298.477142857,295.43857142900004,300.5,83.3971428571,31,0.053446610580220266,0.059283335
298.197142857,295.667142857,300.5,86.07142857139999,29,0.08550312867170234,0.1548714
297.642857143,292.94142857099996,299.7,75.2928571429,22,-0.063633335,0.24555715
297.827142857,292.662857143,300.6,73.2528571429,27,0.058091362209631875,0.16595715
296.635714286,292.787142857,299.1,79.3728571429,24,0.1151772821235999,0.17604285000000003
297.031428571,291.424285714,299.0,71.0628571429,26,0.0214,0.15200625
299.67714285700004,295.01428571400004,301.5,75.6785714286,29,0.13101664999999998,0.19051430000000003
297.18857142900004,293.55857142900004,299.2,80.3,22,0.12483558144927463,0.20597855000000004
297.56857142900003,292.797142857,299.4,74.94,33,-0.05605,0.22022855
297.48571428599996,293.787142857,300.9,80.0928571429,24,0.061333335,0.17830714999999997
296.741428571,293.532857143,298.9,82.3885714286,30,0.045075000000000004,0.10627855
297.27,292.575714286,299.1,75.0757142857,20,0.038291665,0.12647855
297.12,293.637142857,298.8,80.9471428571,17,0.08679999999999999,0.17512855
